word,sentence
～区,私の家は新宿区にあります。
すっと,彼は立ち上がると、すっとドアから出て行った。
盗む,彼は店からお菓子を盗んだ。
大抵,彼は大抵、朝食にパンを食べる。
とうとう,頑張って勉強したかいがあって、とうとう第一志望の大学に合格した。
ガソリン,ガソリンが高くて、車の運転を控えている。
鳴る,電話が鳴る。
しっかり,宿題をしっかりやりなさい。
生きる,毎日を大切に生きる。
苦い,コーヒーが苦い。
沸く,お風呂が沸きました。
意見,会議で、自分の意見を述べました。
やはり; やっぱり,**例文:**  「**やっぱり**、コーヒーにしよう。」
漫画,週末は家で漫画を読んで過ごすのが好きです。
ステレオ,リビングには古いステレオが置いてある。
医学,父は**医学**の研究者です。
テキスト,授業で使うテキストを忘れずに持ってきてください。
折る,紙を折る。
～会,来週、大学の同窓会があります。
うかがう,明日、お宅に**うかがっても**よろしいでしょうか。
聞こえる,鳥のさえずりが聞こえる。
僕,明日の会議、僕も参加します。
必ず,明日は**必ず**行きます。
壊す,子供が積み木を壊した。
怒る,彼は時間にルーズなので、彼女はいつも怒っている。
床屋,週末は床屋に行ってさっぱりしよう。
オートバイ,彼はオートバイで通勤している。
運動,毎日、軽い運動をするようにしています。
止む,雨が止むのを待つ。
もし,もし雨が降ったら、家で映画を見よう。
表,このレポートには、データの**表**が含まれています。
大学生,彼は現在、大学生で経済学を専攻しています。
運転手,タクシーの運転手さんに「〇〇までお願いします」と伝えた。
予習,明日の授業のために、少し予習をしておこう。
心配,明日、試験があるので少し心配です。
別,じゃ、**別**の日にしましょう。
非常に,このケーキは非常に美味しいです。
お宅,「お宅はどちらですか？」
柔らかい,このパンは柔らかくて美味しい。
拾う,道に落ちていたハンカチを拾った。
～ございます,かしこまりました。明日、確認のご連絡を差し上げますので、よろしくお願いいたします。
気,彼はいつも周りの人に気を配る。
比べる,二つの案を**比べる**と、こっちの方が良さそうだ。
ほとんど,このケーキはほとんど私が食べちゃった。
つもり,明日、早く起きるつもりです。
郊外,週末は、郊外の静かなカフェでゆっくり過ごしたい。
だめ,「触っちゃだめだよ。」
売り場,デパートの化粧品の売り場はいつも賑わっている。
正月,**例文： 正月は家族とゆっくり過ごしたい。**
規則,学校には服装の規則があります。
うん,「うん、わかった。」
発音,彼女の発音はとてもきれいです。
焼く,夕食は魚を焼くことにした。
屋上,昼休みは屋上で弁当を食べるのが好きだ。
失礼,失礼ですが、お名前をお伺いしてもよろしいでしょうか。
ごみ,燃えるごみは月曜日と木曜日に出します。
アフリカ,私はいつかアフリカのサファリに行ってみたい。
点,テストで80点を取った。
一生懸命,彼は一生懸命勉強して、希望の大学に合格した。
今度,今度、ご飯でも行きませんか？
機会,このセミナーは、新しい知識を得る良い**機会**です。
建てる,新しい家を建てる。
複雑,この問題は複雑で、解決には時間がかかりそうだ。
彼,彼とは大学のサークルで知り合いました。
いらっしゃる,田中様は明日何時にいらっしゃいますか？
布団,寒いので、今日は布団から出たくないな。
大事,健康が一番大事です。
贈り物,誕生日に素敵な贈り物をありがとう。
泥棒,家に泥棒が入った。
～製,この椅子は木製です。
注意,道を渡る時は、車に注意してください。
台風,明日の朝、台風が接近するらしい。
日,今日、良い一日になりますように。
～軒,この通りにはラーメン屋が3軒ある。
そう,「明日は雨が降るらしいよ。」「そうなんだ。傘を持っていこう。」
通る,この道はバスが通ります。
過ぎる,飲み**過ぎる**と体に悪いよ。
レポート; リポート,明日の会議で、先週の売り上げに関するレポートを提出します。
葉,庭に落ち葉がたくさん積もっている。
必要,ビタミンDは体に必要な栄養素です。
課長,はい、承知いたしました。「課長」を使った短く自然な例文を一つ作成します。  **例文：**  「明日の会議について、課長に確認しておきます。」
地震,昨夜、地震があったけど、大丈夫だった？
すると,雨が降り出した。すると、みんな走り出した。
止める,騒音を止めてください。
ガラス,窓ガラスが割れてしまった。
～学部,私は来年、文学部に入りたいと思っています。
厳しい,うちの会社は業績が悪く、経営状況が厳しい。
エスカレーター,駅のエスカレーターはいつも混んでいる。
人口,この地域は過疎化が進み、人口が減少している。
月,来月、旅行に行く予定です。
絹,このスカーフは絹でできているので、とても肌触りが良い。
ちっとも,宿題がちっとも終わらない。
深い,この川は深いので、泳ぐのは危険です。
壊れる,おもちゃが壊れた。
揺れる,風で木の葉が揺れる。
落る,財布を落としたことに気づいた。
できるだけ,できるだけ早く返信します。
悲しい,ペットが死んで、とても悲しい。
中学校,妹は今年から**中学校**に入学します。
ガス,「ガスが止まってお湯が出ない。」
祈る,試験の成功を祈る。
盛ん,この地域では農業が盛んです。
アルバイト,コンビニでアルバイトをしています。
起こす,目覚まし時計が私を**起こした**。
致す,明日は私がご案内**致します**。
噛む,犬が骨を噛んでいる。
赤ちゃん,その夫婦に、ついに赤ちゃんが生まれた。
浅い,この川は浅いので、子どもでも安全に遊べます。
うそ,「まさか！うそでしょ？」
小説,この小説は、登場人物の心理描写がとても丁寧だ。
親,両親に感謝の気持ちを伝えたい。
それに,今日は暑いですね。それに、湿度も高いから蒸し暑いです。
西洋,西洋の文化に興味があります。
思う,明日は雨が降ると思う。
パート (タイム),コンビニでパートの仕事をしています。
時代,この建物は、明治時代の趣を残しています。
申し上げる,会議の日程について、後ほど改めて**申し上げます**。
～式,今年の運動会は、新しい応援スタイルを取り入れた「応援合戦式」で行われます。
出席,明日の会議に**出席**します。
～家,田中さんは音楽家です。
迎える,新しい年を迎える準備をしましょう。
触る,美術館の展示品には触らないでください。
建て,新しい家が建てられた。
