word,sentence,jlpt_level,original_index,optimal_index,number_of_unknown_tokens,unknown_tokens_in_sentence,tokenized_sentence_surface,reading,meaning
白い,雪が白くてきれいだ。,N5,323,202,3,"雪, 白く, きれい","雪, が, 白く, て, きれい, だ, 。",しろい,white
好き,猫が好きです。,N5,329,203,3,"猫, 好き, です","猫, が, 好き, です, 。",すき,"liking, fondness, love"
少し,少し休憩しましょう。,N5,333,204,3,"少し, 休憩, ましょう","少し, 休憩, し, ましょう, 。",すこし,"little, few"
今朝,今朝は少し涼しいですね。,N5,233,205,3,"今朝, 涼しい, です","今朝, は, 少し, 涼しい, です, ね, 。",けさ,this morning
雪,今朝、雪が降っていた。,N5,673,206,2,"雪, 降っ","今朝, 、, 雪, が, 降っ, て, い, た, 。",ゆき,snow
積もる,雪がたくさん積もった。,N3,2867,207,2,"たくさん, 積もっ","雪, が, たくさん, 積もっ, た, 。",つもる,to pile up
白,雪が白く積もっている。,N5,322,208,3,"白く, 積もっ, いる","雪, が, 白く, 積もっ, て, いる, 。",しろ,white
スプーン,スープをスプーンで飲む。,N5,337,209,3,"スープ, スプーン, 飲む","スープ, を, スプーン, で, 飲む, 。",スプーン,spoon
住む,東京に住んでいます。,N5,340,210,3,"東京, 住ん, ます","東京, に, 住ん, で, い, ます, 。",すむ,"to reside, to live in"
背,彼は背が高い。,N5,343,211,3,"彼, 背, 高い","彼, は, 背, が, 高い, 。",せい,"(one's) height, stature"
そちら,そちらの天気はいかがですか？,N5,360,212,3,"そちら, 天気, です","そちら, の, 天気, は, いかが, です, か, ？",そちら,over there
立つ,彼は立ち上がって挨拶をした。,N5,383,213,3,"彼, 立ち上がっ, 挨拶","彼, は, 立ち上がっ, て, 挨拶, を, し, た, 。",たつ,to stand up
卵,朝ごはんに卵を食べた。,N5,392,214,3,"朝ごはん, 卵, 食べ","朝ごはん, に, 卵, を, 食べ, た, 。",たまご,egg
近い,駅が近いので便利です。,N5,399,215,3,"近い, 便利, です","駅, が, 近い, の, で, 便利, です, 。",ちかい,"near, close by, short"
違う,「それ、ちょっと違うんじゃない？」,N5,400,216,3,"ちょっと, 違う, じゃ","「, それ, 、, ちょっと, 違う, ん, じゃ, ない, ？, 」",ちがう,to be different; to differ; wrong
茶碗,熱いお茶を茶碗に注いだ。,N5,406,217,3,"茶, 茶碗, 注い","熱い, お, 茶, を, 茶碗, に, 注い, だ, 。",ちゃわん,rice bowl
着く,駅に着いたら連絡してね。,N5,412,218,3,"着い, たら, 連絡","駅, に, 着い, たら, 連絡, し, て, ね, 。",つく,"to arrive at, to reach"
つける,電気をつけます。,N5,415,219,3,"電気, つけ, ます","電気, を, つけ, ます, 。",つける,"to turn on (e.g., a light); to take"
テープ,荷物をテープで梱包した。,N5,421,220,3,"荷物, テープ, 梱包","荷物, を, テープ, で, 梱包, し, た, 。",テープ,tape
ドア,ドアを閉めてください。,N5,440,221,3,"ドア, 閉め, ください","ドア, を, 閉め, て, ください, 。",ドア,door (Western style)
閉じる,ドアを閉じる。,N3,2949,222,1,閉じる,"ドア, を, 閉じる, 。",とじる,"to close (e.g., book, eyes), to shut"
音,ドアの閉まる音が聞こえた。,N4,1128,223,2,"音, 聞こえ","ドア, の, 閉まる, 音, が, 聞こえ, た, 。",おと,"sound, note"
割れる,グラスが割れる音がした。,N4,1262,224,2,"グラス, 割れる","グラス, が, 割れる, 音, が, し, た, 。",われる,to break
ひとりでに,ドアがひとりでに開いた。,N2,4709,225,2,"ひとりでに, 開い","ドア, が, ひとりでに, 開い, た, 。",ひとりでに,"by itself, automatically, naturally"
ヘリコプター,ヘリコプターの音が近づいてきた。,N2,4812,226,2,"ヘリコプター, 近づい","ヘリコプター, の, 音, が, 近づい, て, き, た, 。",ヘリコプター,helicopter
鍵,ドアの鍵をなくしてしまった。,N5,153,227,3,"鍵, なくし, しまっ","ドア, の, 鍵, を, なくし, て, しまっ, た, 。",かぎ,a lock; a key
無くす,鍵を無くしてしまった。,N5,476,228,2,"無くし, しまっ","鍵, を, 無くし, て, しまっ, た, 。",なくす,to lose something
探す,鍵を**探して**います。,N4,981,229,2,"探し, ます","鍵, を, *, *, 探し, て, *, *, い, ます, 。",さがす,"to search, to seek, to look for"
見つかる,なくした鍵がやっと見つかった。,N4,1228,230,2,"なくし, 見つかっ","なくし, た, 鍵, が, やっと, 見つかっ, た, 。",みつかる,"to be found (v.i.), to be discovered"
ぶらさげる,鍵をフックにぶらさげる。,N2,4772,231,2,"フック, ぶらさげる","鍵, を, フック, に, ぶらさげる, 。",ぶらさげる,"to hang, to suspend, to swing"
紛失,鍵を紛失してしまった。,N1,7273,232,2,"紛失, しまっ","鍵, を, 紛失, し, て, しまっ, た, 。",ふんしつ,losing something
どうぞ,「お茶です。どうぞ。」,N5,444,233,3,"茶, です, どうぞ","「, お, 茶, です, 。, どうぞ, 。, 」",どうぞ,"please, kindly, by all means"
おかまいなく,どうぞおかまいなく。,N2,3751,234,2,"かまい, なく","どうぞ, お, かまい, なく, 。",おかまいなく,please don't fuss over me
椅子,どうぞ、椅子に座ってください。,N5,53,235,3,"椅子, 座っ, ください","どうぞ, 、, 椅子, に, 座っ, て, ください, 。",いす,chair
どうも,どうも、ありがとうございます。,N5,446,236,3,"ありがとう, ござい, ます","どう, も, 、, ありがとう, ござい, ます, 。",どうも,Thank you; somehow; no matter how hard one may try
遠い,実家は駅から遠い。,N5,447,237,3,"実家, から, 遠い","実家, は, 駅, から, 遠い, 。",とおい,"far (away), distant"
鶏肉,今夜は鶏肉の照り焼きにしよう。,N5,466,238,3,"鶏肉, 照り焼き, しよう","今夜, は, 鶏肉, の, 照り焼き, に, しよう, 。",とりにく,chicken meat
中,彼は会議中だ。,N5,473,239,3,"彼, 会議, 中","彼, は, 会議, 中, だ, 。",なか,"inside, middle, among"
居る,猫が箱の中に居る。,N5,70,240,3,"猫, 箱, 居る","猫, が, 箱, の, 中, に, 居る, 。",いる,"(humble) to be (animate), to exist"
長い,長い列に並んだ。,N5,474,241,3,"長い, 列, 並ん","長い, 列, に, 並ん, だ, 。",ながい,"long, lengthy"
並べる,本を棚に並べる。,N5,487,242,3,"本, 棚, 並べる","本, を, 棚, に, 並べる, 。",ならべる,to put (things) side by side; to line up
肉,夕飯は肉じゃがにしよう。,N5,492,243,3,"夕飯, 肉じゃが, しよう","夕飯, は, 肉じゃが, に, しよう, 。",にく,meat
西,太陽は西に沈む。,N5,493,244,3,"太陽, 西, 沈む","太陽, は, 西, に, 沈む, 。",にし,west
～日,明日は15日です。,N5,494,245,3,"15, 日, です","明日, は, 15, 日, です, 。",～にち,"~ day of the month, for ~ days"
寝る,もう遅いから、寝るね。,N5,503,246,3,"もう, から, 寝る","もう, 遅い, から, 、, 寝る, ね, 。",ねる,to sleep; to go to sleep; to go to bed
九,彼は九時に寝る。,N5,200,247,3,"彼, 九, 時","彼, は, 九, 時, に, 寝る, 。",きゅう,nine
ポケット,携帯電話をポケットに入れた。,N5,596,248,3,"携帯, ポケット, 入れ","携帯, 電話, を, ポケット, に, 入れ, た, 。",ポケット,pocket
前,駅の前で待ち合わせしよう。,N5,613,249,3,"前, 待ち合わせ, しよう","駅, の, 前, で, 待ち合わせ, しよう, 。",まえ,"before, in front"
まだ,ご飯はまだですか？,N5,618,250,3,"ご飯, まだ, です","ご飯, は, まだ, です, か, ？",まだ,"yet, still, besides"
可能,まだ予約は可能ですか？,N3,1998,251,2,"可能, です","まだ, 予約, は, 可能, です, か, ？",かのう,"possible, practicable, feasible"
ノー,「宿題は終わった？」「ノー、まだ。」,N3,3044,252,2,"終わっ, ノー","「, 宿題, は, 終わっ, た, ？, 」, 「, ノー, 、, まだ, 。, 」",ノー,no
右,右に曲がってください。,N5,628,253,3,"右, 曲がっ, ください","右, に, 曲がっ, て, ください, 。",みぎ,right hand side
短い,髪を短く切った。,N5,629,254,3,"髪, 短く, 切っ","髪, を, 短く, 切っ, た, 。",みじかい,short (length)
皆さん,皆さん、こんにちは！,N5,637,255,3,"皆, さん, こんにちは","皆, さん, 、, こんにちは, ！",みなさん,"all of you, everyone"
向こう,向こうにコンビニが見えるね。,N5,643,256,3,"向こう, コンビニ, 見える","向こう, に, コンビニ, が, 見える, ね, 。",むこう,"beyond, over there"
もう,もう食べました。,N5,650,257,3,"もう, 食べ, まし","もう, 食べ, まし, た, 。",もう,already; again; more
やる,明日の宿題、もうやった？,N5,667,258,1,やっ,"明日, の, 宿題, 、, もう, やっ, た, ？",やる,"to do; to give (to pets, parents, siblings, etc.)"
～済,宿題はもう済んだよ。,N2,3595,259,1,済ん,"宿題, は, もう, 済ん, だ, よ, 。",～ずみ,finished
勘弁,もう勘弁してくれ。,N1,6085,260,2,"勘弁, くれ","もう, 勘弁, し, て, くれ, 。",かんべん,"pardon, forgiveness, forbearance"
問題,宿題でわからない問題があった。,N5,657,261,3,"わから, 問題, あっ","宿題, で, わから, ない, 問題, が, あっ, た, 。",もんだい,a problem
解決,問題は無事解決した。,N3,1917,262,2,"無事, 解決","問題, は, 無事, 解決, し, た, 。",かいけつ,"settlement, solution, resolution"
弱い,彼はプレッシャーに弱い。,N5,684,263,3,"彼, プレッシャー, 弱い","彼, は, プレッシャー, に, 弱い, 。",よわい,weak
しっかり,宿題をしっかりやりなさい。,N4,718,264,3,"しっかり, やり, なさい","宿題, を, しっかり, やり, なさい, 。",しっかり,"firmly, steady"
掴む,ボールをしっかりと掴む。,N3,2841,265,2,"ボール, 掴む","ボール, を, しっかり, と, 掴む, 。",つかむ,"to seize, to catch, to grasp"
沸く,お風呂が沸きました。,N4,721,266,3,"風呂, 沸き, まし","お, 風呂, が, 沸き, まし, た, 。",わく,"to boil, to grow hot"
必ず,明日は**必ず**行きます。,N4,733,267,3,"必ず, 行き, ます","明日, は, *, *, 必ず, *, *, 行き, ます, 。",かならず,"surely, certainly"
だめ,「触っちゃだめだよ。」,N4,757,268,3,"触っ, ちゃ, だめ","「, 触っ, ちゃ, だめ, だ, よ, 。, 」",だめ,"useless, no good, hopeless"
焼く,夕食は魚を焼くことにした。,N4,763,269,3,"夕食, 焼く, こと","夕食, は, 魚, を, 焼く, こと, に, し, た, 。",やく,"to bake, to grill"
止める,騒音を止めてください。,N4,794,270,3,"騒音, 止め, ください","騒音, を, 止め, て, ください, 。",やめる,"to end, to stop"
祈る,試験の成功を祈る。,N4,811,271,3,"試験, 成功, 祈る","試験, の, 成功, を, 祈る, 。",いのる,to pray; to wish
諸君,**諸君、ご健闘を祈る！**,N1,6513,272,2,"諸君, 健闘","*, *, 諸君, 、, ご, 健闘, を, 祈る, ！, *, *",しょくん,"Gentlemen!, Ladies!"
アルバイト,コンビニでアルバイトをしています。,N4,813,273,3,"コンビニ, アルバイト, ます","コンビニ, で, アルバイト, を, し, て, い, ます, 。",アルバイト,part-time job
募集,アルバイトを募集しています。,N2,4843,274,2,"募集, ます","アルバイト, を, 募集, し, て, い, ます, 。",ぼしゅう,recruitment
うそ,「まさか！うそでしょ？」,N4,819,275,3,"まさか, うそ, でしょ","「, まさか, ！, うそ, でしょ, ？, 」",嘘,lie
出席,明日の会議に**出席**します。,N4,829,276,3,"会議, 出席, ます","明日, の, 会議, に, *, *, 出席, *, *, し, ます, 。",しゅっせきする,attendance
会合,明日の会合には必ず出席してください。,N3,1918,277,2,"会合, ください","明日, の, 会合, に, は, 必ず, 出席, し, て, ください, 。",かいごう,"meeting, assembly"
怖い,お化け屋敷は本当に怖い。,N4,847,278,3,"化け, 屋敷, 怖い","お, 化け, 屋敷, は, 本当, に, 怖い, 。",こわい,"scary, frightening"
包む,おにぎりを海苔で包む。,N4,848,279,3,"おにぎり, 海苔, 包む","おにぎり, を, 海苔, で, 包む, 。",つつむ,"to wrap, to cover"
利用,図書館を**利用**する。,N4,855,280,3,"図書, 館, 利用","図書, 館, を, *, *, 利用, *, *, する, 。",りよう,"use, utilization"
恥ずかしい,人前で転んで、恥ずかしかった。,N4,857,281,3,"人前, 転ん, 恥ずかしかっ","人前, で, 転ん, で, 、, 恥ずかしかっ, た, 。",はずかしい,"ashamed, embarrassed"
故障,パソコンが故障して動かない。,N4,864,282,3,"パソコン, 故障, 動か","パソコン, が, 故障, し, て, 動か, ない, 。",こしょうする,breakdown
そんな,そんなこと言わないでよ！,N4,869,283,3,"そんな, こと, 言わ","そんな, こと, 言わ, ない, で, よ, ！",そんな,"such, like that, that sort of"
何で,何でそんなこと言うの？,N3,3007,284,1,こと,"何, で, そんな, こと, 言う, の, ？",なんで,"Why, What for"
世の中,世の中、そんなに甘くないよ。,N3,2489,285,2,"世の中, 甘く","世の中, 、, そんな, に, 甘く, ない, よ, 。",よのなか,"society, the world"
準備,明日の会議の準備はもう終わった？,N4,877,286,3,"会議, 準備, 終わっ","明日, の, 会議, の, 準備, は, もう, 終わっ, た, ？",じゅんびする,prepare
大方,大方、準備は終わった。,N1,5845,287,2,"大方, 終わっ","大方, 、, 準備, は, 終わっ, た, 。",おおかた,"almost all, majority"
倍,値段が倍になった。,N4,882,288,3,"値段, 倍, なっ","値段, が, 倍, に, なっ, た, 。",ばい,double
壁,ポスターを壁に貼った。,N4,914,289,3,"ポスター, 壁, 貼っ","ポスター, を, 壁, に, 貼っ, た, 。",かべ,wall
崩す,壁を**崩す**音がした。,N2,3993,290,1,崩す,"壁, を, *, *, 崩す, *, *, 音, が, し, た, 。",くずす,"to destroy, to make change (money)"
塗る,壁にペンキを塗る。,N4,974,291,2,"ペンキ, 塗る","壁, に, ペンキ, を, 塗る, 。",ぬる,"to paint, to plaster"
叩く,壁を叩かないでください。,N3,2746,292,2,"叩か, ください","壁, を, 叩か, ない, で, ください, 。",たたく,"to strike, to beat"
ペンキ,壁にペンキを塗ろう。,N3,3242,293,2,"ペンキ, 塗ろう","壁, に, ペンキ, を, 塗ろう, 。",ペンキ,paint
剥げる,壁のペンキが剥げてきた。,N1,7062,294,1,剥げ,"壁, の, ペンキ, が, 剥げ, て, き, た, 。",はげる,"to come off, to be worn off, to fade, to discolor"
一度,一度、試してみてください。,N4,915,295,3,"度, 試し, ください","一, 度, 、, 試し, て, み, て, ください, 。",いちど,"once, one time"
漬ける,キュウリを塩水に漬ける。,N4,946,296,3,"キュウリ, 塩水, 漬ける","キュウリ, を, 塩水, に, 漬ける, 。",つける,"to soak, to moisten, to pickle"
ステーキ,夕食はステーキにしようかな。,N4,963,297,3,"夕食, ステーキ, しよう","夕食, は, ステーキ, に, しよう, か, な, 。",ステーキ,steak
